county,FIPS,date,case_2.5,case_50,case_97.5,death_2.5,death_50,death_97.5
Kings County NY,36047,04/11,5.00,15.00,38.00,0.00,1.00,4.00
Kings County NY,36047,04/12,5.00,15.00,39.00,0.00,1.00,4.00
Kings County NY,36047,04/13,5.00,14.00,34.00,0.00,1.00,4.00
Kings County NY,36047,04/14,6.00,13.00,34.00,0.00,1.00,4.00
Kings County NY,36047,04/15,5.00,15.00,29.00,0.00,1.00,4.00
Kings County NY,36047,04/16,3.00,12.00,29.00,0.00,1.00,4.00
Kings County NY,36047,04/17,4.00,12.00,28.00,0.00,1.00,5.00
Kings County NY,36047,04/18,2.00,11.00,29.00,0.00,1.00,5.00
Kings County NY,36047,04/19,2.00,12.00,29.00,0.00,1.00,3.00
Kings County NY,36047,04/20,2.00,10.00,25.00,0.00,1.00,4.00
Kings County NY,36047,04/21,2.00,10.00,23.00,0.00,1.00,3.00
Kings County NY,36047,04/22,2.00,9.00,25.00,0.00,1.00,4.00
Kings County NY,36047,04/23,2.00,9.00,19.00,0.00,1.00,3.00
Kings County NY,36047,04/24,2.00,9.00,24.00,0.00,1.00,4.00
Kings County NY,36047,04/25,2.00,9.00,21.00,0.00,1.00,5.00
Kings County NY,36047,04/26,1.00,8.00,24.00,0.00,1.00,3.00
Kings County NY,36047,04/27,2.00,7.00,19.00,0.00,1.00,3.00
Kings County NY,36047,04/28,2.00,8.00,23.00,0.00,1.00,3.00
Kings County NY,36047,04/29,1.00,8.00,20.00,0.00,0.00,3.00
Kings County NY,36047,04/30,1.00,7.00,18.00,0.00,1.00,4.00
Kings County NY,36047,05/01,1.00,7.00,17.00,0.00,0.00,2.00
Kings County NY,36047,05/02,0.00,7.00,21.00,0.00,0.00,3.00
Kings County NY,36047,05/03,0.00,6.00,20.00,0.00,1.00,4.00
Cook County IL,17031,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Cook County IL,17031,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Cook County IL,17031,02/23,0.00,0.00,1.00,0.00,0.00,0.00
Cook County IL,17031,02/24,0.00,0.00,1.00,0.00,0.00,0.00
Cook County IL,17031,02/25,0.00,0.00,1.00,0.00,0.00,0.00
Cook County IL,17031,02/26,0.00,0.00,2.00,0.00,0.00,0.00
Cook County IL,17031,02/27,0.00,0.00,2.00,0.00,0.00,0.00
Cook County IL,17031,02/28,0.00,0.00,2.00,0.00,0.00,0.00
Cook County IL,17031,02/29,0.00,0.00,2.00,0.00,0.00,0.00
Cook County IL,17031,03/01,0.00,1.00,4.00,0.00,0.00,0.00
Cook County IL,17031,03/02,0.00,1.00,3.00,0.00,0.00,0.00
Cook County IL,17031,03/03,0.00,1.00,4.00,0.00,0.00,0.00
Cook County IL,17031,03/04,0.00,1.00,5.00,0.00,0.00,0.00
Cook County IL,17031,03/05,0.00,2.00,6.00,0.00,0.00,0.00
Cook County IL,17031,03/06,0.00,3.00,8.00,0.00,0.00,1.00
Cook County IL,17031,03/07,0.00,3.00,9.00,0.00,0.00,0.00
Cook County IL,17031,03/08,0.00,3.00,10.00,0.00,0.00,1.00
Cook County IL,17031,03/09,0.00,5.00,11.00,0.00,0.00,1.00
Cook County IL,17031,03/10,0.00,5.00,12.00,0.00,0.00,1.00
Cook County IL,17031,03/11,0.00,6.00,15.00,0.00,0.00,1.00
Cook County IL,17031,03/12,0.00,7.00,16.00,0.00,0.00,2.00
Cook County IL,17031,03/13,0.00,7.00,19.00,0.00,0.00,1.00
Cook County IL,17031,03/14,0.00,8.00,20.00,0.00,0.00,2.00
Cook County IL,17031,03/15,1.00,11.00,21.00,0.00,0.00,2.00
Cook County IL,17031,03/16,0.00,10.00,22.00,0.00,0.00,2.00
Cook County IL,17031,03/17,1.00,11.00,30.00,0.00,0.00,2.00
Cook County IL,17031,03/18,0.00,12.00,30.00,0.00,0.00,2.00
Cook County IL,17031,03/19,0.00,13.00,28.00,0.00,0.00,3.00
Cook County IL,17031,03/20,1.00,12.00,32.00,0.00,0.00,3.00
Cook County IL,17031,03/21,2.00,15.00,30.00,0.00,1.00,4.00
Cook County IL,17031,03/22,2.00,14.00,35.00,0.00,1.00,3.00
Cook County IL,17031,03/23,2.00,16.00,35.00,0.00,1.00,3.00
Cook County IL,17031,03/24,1.00,16.00,35.00,0.00,1.00,3.00
Cook County IL,17031,03/25,2.00,17.00,38.00,0.00,1.00,5.00
Cook County IL,17031,03/26,1.00,19.00,39.00,0.00,1.00,4.00
Cook County IL,17031,03/27,0.00,20.00,42.00,0.00,1.00,4.00
Cook County IL,17031,03/28,2.00,19.00,44.00,0.00,1.00,4.00
Cook County IL,17031,03/29,2.00,20.00,44.00,0.00,1.00,4.00
Cook County IL,17031,03/30,1.00,22.00,51.00,0.00,1.00,6.00
Cook County IL,17031,03/31,2.00,23.00,45.00,0.00,2.00,4.00
Cook County IL,17031,04/01,2.00,25.00,61.00,0.00,1.00,5.00
Cook County IL,17031,04/02,2.00,25.00,58.00,0.00,1.00,6.00
Cook County IL,17031,04/03,2.00,26.00,62.00,0.00,1.00,6.00
Cook County IL,17031,04/04,2.00,29.00,58.00,0.00,1.00,7.00
Cook County IL,17031,04/05,2.00,29.00,60.00,0.00,2.00,6.00
Cook County IL,17031,04/06,1.00,29.00,63.00,0.00,2.00,6.00
Cook County IL,17031,04/07,2.00,30.00,72.00,0.00,2.00,7.00
Cook County IL,17031,04/08,1.00,32.00,73.00,0.00,2.00,6.00
Cook County IL,17031,04/09,3.00,33.00,86.00,0.00,2.00,7.00
Cook County IL,17031,04/10,3.00,36.00,87.00,0.00,2.00,8.00
Cook County IL,17031,04/11,3.00,38.00,90.00,0.00,2.00,7.00
Cook County IL,17031,04/12,3.00,38.00,91.00,0.00,2.00,8.00
Cook County IL,17031,04/13,2.00,43.00,95.00,0.00,2.00,7.00
Cook County IL,17031,04/14,2.00,43.00,95.00,0.00,3.00,9.00
Cook County IL,17031,04/15,2.00,45.00,100.00,0.00,2.00,9.00
Cook County IL,17031,04/16,3.00,46.00,105.00,0.00,3.00,10.00
Cook County IL,17031,04/17,5.00,47.00,105.00,0.00,3.00,9.00
Cook County IL,17031,04/18,5.00,50.00,123.00,0.00,3.00,9.00
Cook County IL,17031,04/19,6.00,53.00,134.00,0.00,3.00,7.00
Cook County IL,17031,04/20,3.00,58.00,129.00,0.00,3.00,8.00
Cook County IL,17031,04/21,3.00,62.00,148.00,0.00,3.00,11.00
Cook County IL,17031,04/22,6.00,69.00,173.00,0.00,4.00,10.00
Cook County IL,17031,04/23,5.00,76.00,189.00,0.00,5.00,14.00
Cook County IL,17031,04/24,6.00,80.00,205.00,0.00,4.00,13.00
Cook County IL,17031,04/25,4.00,83.00,253.00,0.00,5.00,15.00
Cook County IL,17031,04/26,8.00,96.00,262.00,0.00,4.00,17.00
Cook County IL,17031,04/27,6.00,104.00,280.00,0.00,6.00,18.00
Cook County IL,17031,04/28,4.00,118.00,319.00,0.00,6.00,20.00
Cook County IL,17031,04/29,10.00,133.00,370.00,0.00,6.00,25.00
Cook County IL,17031,04/30,10.00,147.00,436.00,0.00,7.00,23.00
Cook County IL,17031,05/01,14.00,161.00,497.00,0.00,8.00,23.00
Cook County IL,17031,05/02,15.00,182.00,550.00,0.00,9.00,26.00
Cook County IL,17031,05/03,10.00,209.00,625.00,0.00,11.00,31.00
Bronx County NY,36005,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/26,0.00,0.00,1.00,0.00,0.00,0.00
Bronx County NY,36005,02/27,0.00,0.00,1.00,0.00,0.00,0.00
Bronx County NY,36005,02/28,0.00,0.00,1.00,0.00,0.00,0.00
Bronx County NY,36005,02/29,0.00,0.00,1.00,0.00,0.00,0.00
Bronx County NY,36005,03/01,0.00,0.00,2.00,0.00,0.00,0.00
Bronx County NY,36005,03/02,0.00,0.00,3.00,0.00,0.00,0.00
Bronx County NY,36005,03/03,0.00,1.00,4.00,0.00,0.00,0.00
Bronx County NY,36005,03/04,0.00,2.00,5.00,0.00,0.00,0.00
Bronx County NY,36005,03/05,0.00,2.00,7.00,0.00,0.00,0.00
Bronx County NY,36005,03/06,0.00,3.00,10.00,0.00,0.00,0.00
Bronx County NY,36005,03/07,0.00,4.00,10.00,0.00,0.00,1.00
Bronx County NY,36005,03/08,0.00,5.00,12.00,0.00,0.00,1.00
Bronx County NY,36005,03/09,0.00,5.00,14.00,0.00,0.00,1.00
Bronx County NY,36005,03/10,1.00,7.00,16.00,0.00,0.00,2.00
Bronx County NY,36005,03/11,0.00,9.00,19.00,0.00,0.00,1.00
Bronx County NY,36005,03/12,1.00,8.00,23.00,0.00,0.00,2.00
Bronx County NY,36005,03/13,3.00,11.00,24.00,0.00,0.00,2.00
Bronx County NY,36005,03/14,2.00,12.00,30.00,0.00,0.00,2.00
Bronx County NY,36005,03/15,3.00,14.00,30.00,0.00,0.00,3.00
Bronx County NY,36005,03/16,2.00,15.00,35.00,0.00,0.00,2.00
Bronx County NY,36005,03/17,2.00,17.00,35.00,0.00,0.00,3.00
Bronx County NY,36005,03/18,4.00,18.00,37.00,0.00,0.00,3.00
Bronx County NY,36005,03/19,3.00,18.00,47.00,0.00,1.00,3.00
Bronx County NY,36005,03/20,4.00,21.00,45.00,0.00,0.00,3.00
Bronx County NY,36005,03/21,4.00,22.00,50.00,0.00,1.00,3.00
Bronx County NY,36005,03/22,6.00,23.00,56.00,0.00,1.00,4.00
Bronx County NY,36005,03/23,4.00,25.00,55.00,0.00,1.00,4.00
Bronx County NY,36005,03/24,3.00,23.00,62.00,0.00,1.00,5.00
Bronx County NY,36005,03/25,6.00,27.00,57.00,0.00,1.00,6.00
Bronx County NY,36005,03/26,10.00,25.00,66.00,0.00,1.00,5.00
Bronx County NY,36005,03/27,8.00,27.00,60.00,0.00,1.00,6.00
Bronx County NY,36005,03/28,5.00,29.00,72.00,0.00,2.00,5.00
Bronx County NY,36005,03/29,8.00,28.00,74.00,0.00,2.00,8.00
Bronx County NY,36005,03/30,7.00,30.00,74.00,0.00,2.00,6.00
Bronx County NY,36005,03/31,5.00,32.00,85.00,0.00,2.00,6.00
Bronx County NY,36005,04/01,8.00,33.00,84.00,0.00,2.00,7.00
Bronx County NY,36005,04/02,7.00,30.00,89.00,0.00,2.00,7.00
Bronx County NY,36005,04/03,8.00,30.00,86.00,0.00,2.00,7.00
Bronx County NY,36005,04/04,8.00,30.00,93.00,0.00,2.00,8.00
Bronx County NY,36005,04/05,6.00,29.00,78.00,0.00,2.00,8.00
Bronx County NY,36005,04/06,6.00,30.00,80.00,0.00,2.00,8.00
Bronx County NY,36005,04/07,8.00,28.00,78.00,0.00,2.00,8.00
Bronx County NY,36005,04/08,8.00,28.00,81.00,0.00,2.00,8.00
Bronx County NY,36005,04/09,8.00,30.00,82.00,0.00,2.00,9.00
Bronx County NY,36005,04/10,8.00,30.00,76.00,0.00,2.00,8.00
Bronx County NY,36005,04/11,8.00,31.00,88.00,0.00,2.00,6.00
Bronx County NY,36005,04/12,9.00,32.00,79.00,0.00,2.00,9.00
Bronx County NY,36005,04/13,6.00,31.00,88.00,0.00,2.00,7.00
Bronx County NY,36005,04/14,8.00,29.00,88.00,0.00,2.00,6.00
Bronx County NY,36005,04/15,9.00,31.00,82.00,0.00,2.00,8.00
Bronx County NY,36005,04/16,7.00,27.00,77.00,0.00,1.00,6.00
Bronx County NY,36005,04/17,7.00,26.00,74.00,0.00,2.00,7.00
Bronx County NY,36005,04/18,7.00,24.00,71.00,0.00,2.00,7.00
Bronx County NY,36005,04/19,5.00,22.00,76.00,0.00,2.00,7.00
Bronx County NY,36005,04/20,4.00,22.00,56.00,0.00,2.00,7.00
Bronx County NY,36005,04/21,4.00,17.00,56.00,0.00,1.00,7.00
Bronx County NY,36005,04/22,5.00,18.00,58.00,0.00,1.00,5.00
Bronx County NY,36005,04/23,4.00,18.00,52.00,0.00,2.00,8.00
Bronx County NY,36005,04/24,4.00,16.00,47.00,0.00,2.00,6.00
Bronx County NY,36005,04/25,2.00,13.00,47.00,0.00,1.00,5.00
Bronx County NY,36005,04/26,3.00,12.00,40.00,0.00,2.00,5.00
Bronx County NY,36005,04/27,3.00,12.00,38.00,0.00,1.00,4.00
Bronx County NY,36005,04/28,2.00,11.00,40.00,0.00,1.00,6.00
Bronx County NY,36005,04/29,1.00,10.00,32.00,0.00,1.00,5.00
Bronx County NY,36005,04/30,2.00,8.00,34.00,0.00,1.00,5.00
Bronx County NY,36005,05/01,1.00,8.00,28.00,0.00,1.00,5.00
Bronx County NY,36005,05/02,1.00,7.00,26.00,0.00,1.00,5.00
Bronx County NY,36005,05/03,1.00,7.00,23.00,0.00,1.00,4.00
Nassau County NY,36059,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Nassau County NY,36059,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Nassau County NY,36059,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Nassau County NY,36059,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Nassau County NY,36059,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Nassau County NY,36059,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Nassau County NY,36059,02/27,0.00,0.00,1.00,0.00,0.00,0.00
Nassau County NY,36059,02/28,0.00,0.00,1.00,0.00,0.00,0.00
Nassau County NY,36059,02/29,0.00,0.00,3.00,0.00,0.00,0.00
Nassau County NY,36059,03/01,0.00,1.00,3.00,0.00,0.00,1.00
Nassau County NY,36059,03/02,0.00,1.00,4.00,0.00,0.00,1.00
Nassau County NY,36059,03/03,0.00,1.00,4.00,0.00,0.00,1.00
Nassau County NY,36059,03/04,0.00,2.00,7.00,0.00,0.00,1.00
Nassau County NY,36059,03/05,0.00,3.00,10.00,0.00,0.00,1.00
Nassau County NY,36059,03/06,0.00,3.00,10.00,0.00,0.00,1.00
Nassau County NY,36059,03/07,0.00,5.00,13.00,0.00,0.00,2.00
Nassau County NY,36059,03/08,0.00,6.00,13.00,0.00,0.00,1.00
Nassau County NY,36059,03/09,0.00,6.00,15.00,0.00,0.00,2.00
Nassau County NY,36059,03/10,0.00,8.00,24.00,0.00,0.00,2.00
Nassau County NY,36059,03/11,0.00,10.00,23.00,0.00,0.00,2.00
Nassau County NY,36059,03/12,1.00,12.00,25.00,0.00,0.00,2.00
Nassau County NY,36059,03/13,1.00,12.00,29.00,0.00,0.00,3.00
Nassau County NY,36059,03/14,0.00,13.00,34.00,0.00,0.00,3.00
Nassau County NY,36059,03/15,1.00,14.00,32.00,0.00,1.00,4.00
Nassau County NY,36059,03/16,2.00,17.00,39.00,0.00,1.00,3.00
Nassau County NY,36059,03/17,2.00,18.00,43.00,0.00,0.00,4.00
Nassau County NY,36059,03/18,2.00,18.00,46.00,0.00,1.00,3.00
Nassau County NY,36059,03/19,2.00,20.00,44.00,0.00,1.00,4.00
Nassau County NY,36059,03/20,2.00,20.00,43.00,0.00,1.00,5.00
Nassau County NY,36059,03/21,2.00,18.00,51.00,0.00,1.00,4.00
Nassau County NY,36059,03/22,3.00,18.00,47.00,0.00,1.00,4.00
Nassau County NY,36059,03/23,3.00,19.00,42.00,0.00,1.00,5.00
Nassau County NY,36059,03/24,4.00,20.00,42.00,0.00,1.00,5.00
Nassau County NY,36059,03/25,2.00,18.00,46.00,0.00,1.00,5.00
Nassau County NY,36059,03/26,3.00,18.00,45.00,0.00,1.00,6.00
Nassau County NY,36059,03/27,2.00,18.00,45.00,0.00,1.00,5.00
Nassau County NY,36059,03/28,3.00,19.00,44.00,0.00,2.00,5.00
Nassau County NY,36059,03/29,4.00,18.00,44.00,0.00,1.00,6.00
Nassau County NY,36059,03/30,4.00,17.00,45.00,0.00,1.00,7.00
Nassau County NY,36059,03/31,3.00,18.00,50.00,0.00,1.00,6.00
Nassau County NY,36059,04/01,2.00,18.00,49.00,0.00,2.00,6.00
Nassau County NY,36059,04/02,4.00,17.00,44.00,0.00,2.00,5.00
Nassau County NY,36059,04/03,4.00,17.00,45.00,0.00,2.00,7.00
Nassau County NY,36059,04/04,5.00,15.00,45.00,0.00,2.00,7.00
Nassau County NY,36059,04/05,2.00,17.00,49.00,0.00,2.00,7.00
Nassau County NY,36059,04/06,4.00,16.00,41.00,0.00,2.00,6.00
Nassau County NY,36059,04/07,4.00,16.00,48.00,0.00,1.00,8.00
Nassau County NY,36059,04/08,4.00,15.00,43.00,0.00,2.00,6.00
Nassau County NY,36059,04/09,5.00,15.00,41.00,0.00,2.00,6.00
Nassau County NY,36059,04/10,3.00,16.00,43.00,0.00,1.00,5.00
Nassau County NY,36059,04/11,4.00,16.00,44.00,0.00,2.00,6.00
Nassau County NY,36059,04/12,3.00,14.00,43.00,0.00,1.00,5.00
Nassau County NY,36059,04/13,3.00,14.00,41.00,0.00,2.00,5.00
Nassau County NY,36059,04/14,3.00,14.00,39.00,0.00,2.00,5.00
Nassau County NY,36059,04/15,3.00,15.00,38.00,0.00,2.00,5.00
Nassau County NY,36059,04/16,3.00,14.00,36.00,0.00,1.00,5.00
Nassau County NY,36059,04/17,4.00,12.00,35.00,0.00,1.00,5.00
Nassau County NY,36059,04/18,2.00,12.00,35.00,0.00,1.00,5.00
Nassau County NY,36059,04/19,2.00,11.00,38.00,0.00,1.00,5.00
Nassau County NY,36059,04/20,2.00,10.00,34.00,0.00,1.00,5.00
Nassau County NY,36059,04/21,2.00,10.00,30.00,0.00,1.00,3.00
Nassau County NY,36059,04/22,2.00,9.00,26.00,0.00,1.00,5.00
Nassau County NY,36059,04/23,1.00,9.00,23.00,0.00,1.00,4.00
Nassau County NY,36059,04/24,1.00,8.00,21.00,0.00,1.00,4.00
Nassau County NY,36059,04/25,1.00,7.00,21.00,0.00,1.00,5.00
Nassau County NY,36059,04/26,1.00,7.00,24.00,0.00,1.00,4.00
Nassau County NY,36059,04/27,1.00,6.00,18.00,0.00,1.00,4.00
Nassau County NY,36059,04/28,1.00,5.00,17.00,0.00,1.00,3.00
Nassau County NY,36059,04/29,1.00,5.00,16.00,0.00,1.00,4.00
Nassau County NY,36059,04/30,0.00,5.00,13.00,0.00,0.00,4.00
Nassau County NY,36059,05/01,0.00,4.00,13.00,0.00,0.00,4.00
Nassau County NY,36059,05/02,0.00,4.00,15.00,0.00,0.00,3.00
Nassau County NY,36059,05/03,1.00,3.00,14.00,0.00,0.00,3.00
Suffolk County NY,36103,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Suffolk County NY,36103,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Suffolk County NY,36103,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Suffolk County NY,36103,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Suffolk County NY,36103,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Suffolk County NY,36103,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Suffolk County NY,36103,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Suffolk County NY,36103,02/28,0.00,0.00,1.00,0.00,0.00,0.00
Suffolk County NY,36103,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Suffolk County NY,36103,03/01,0.00,0.00,1.00,0.00,0.00,0.00
Suffolk County NY,36103,03/02,0.00,0.00,2.00,0.00,0.00,1.00
Suffolk County NY,36103,03/03,0.00,1.00,4.00,0.00,0.00,1.00
Suffolk County NY,36103,03/04,0.00,2.00,6.00,0.00,0.00,1.00
Suffolk County NY,36103,03/05,0.00,3.00,9.00,0.00,0.00,1.00
Suffolk County NY,36103,03/06,0.00,4.00,10.00,0.00,0.00,1.00
Suffolk County NY,36103,03/07,1.00,5.00,14.00,0.00,0.00,1.00
Suffolk County NY,36103,03/08,1.00,7.00,17.00,0.00,0.00,1.00
Suffolk County NY,36103,03/09,1.00,9.00,19.00,0.00,0.00,1.00
Suffolk County NY,36103,03/10,2.00,10.00,23.00,0.00,0.00,2.00
Suffolk County NY,36103,03/11,2.00,11.00,27.00,0.00,0.00,2.00
Suffolk County NY,36103,03/12,3.00,12.00,34.00,0.00,0.00,3.00
Suffolk County NY,36103,03/13,2.00,15.00,33.00,0.00,0.00,3.00
Suffolk County NY,36103,03/14,3.00,17.00,34.00,0.00,0.00,3.00
Suffolk County NY,36103,03/15,5.00,18.00,41.00,0.00,1.00,3.00
Suffolk County NY,36103,03/16,7.00,20.00,42.00,0.00,1.00,4.00
Suffolk County NY,36103,03/17,5.00,20.00,42.00,0.00,1.00,4.00
Suffolk County NY,36103,03/18,3.00,22.00,45.00,0.00,1.00,4.00
Suffolk County NY,36103,03/19,9.00,21.00,49.00,0.00,1.00,5.00
Suffolk County NY,36103,03/20,5.00,24.00,55.00,0.00,1.00,4.00
Suffolk County NY,36103,03/21,3.00,23.00,51.00,0.00,1.00,4.00
Suffolk County NY,36103,03/22,5.00,25.00,52.00,0.00,2.00,5.00
Suffolk County NY,36103,03/23,5.00,23.00,52.00,0.00,2.00,5.00
Suffolk County NY,36103,03/24,8.00,24.00,48.00,0.00,1.00,5.00
Suffolk County NY,36103,03/25,6.00,24.00,45.00,0.00,2.00,6.00
Suffolk County NY,36103,03/26,7.00,26.00,50.00,0.00,2.00,6.00
Suffolk County NY,36103,03/27,8.00,25.00,56.00,0.00,2.00,6.00
Suffolk County NY,36103,03/28,5.00,24.00,52.00,0.00,2.00,6.00
Suffolk County NY,36103,03/29,9.00,24.00,51.00,0.00,2.00,7.00
Suffolk County NY,36103,03/30,9.00,25.00,58.00,0.00,2.00,7.00
Suffolk County NY,36103,03/31,8.00,25.00,56.00,0.00,2.00,7.00
Suffolk County NY,36103,04/01,6.00,26.00,56.00,0.00,2.00,8.00
Suffolk County NY,36103,04/02,9.00,25.00,64.00,0.00,2.00,7.00
Suffolk County NY,36103,04/03,9.00,26.00,65.00,0.00,2.00,6.00
Suffolk County NY,36103,04/04,7.00,27.00,56.00,0.00,2.00,7.00
Suffolk County NY,36103,04/05,7.00,26.00,61.00,0.00,3.00,8.00
Suffolk County NY,36103,04/06,9.00,24.00,58.00,0.00,2.00,7.00
Suffolk County NY,36103,04/07,7.00,26.00,60.00,0.00,2.00,7.00
Suffolk County NY,36103,04/08,7.00,26.00,63.00,0.00,3.00,8.00
Suffolk County NY,36103,04/09,9.00,28.00,66.00,0.00,2.00,8.00
Suffolk County NY,36103,04/10,10.00,29.00,68.00,0.00,2.00,7.00
Suffolk County NY,36103,04/11,8.00,29.00,72.00,0.00,2.00,7.00
Suffolk County NY,36103,04/12,9.00,29.00,69.00,0.00,2.00,6.00
Suffolk County NY,36103,04/13,9.00,27.00,70.00,0.00,2.00,9.00
Suffolk County NY,36103,04/14,7.00,26.00,69.00,0.00,2.00,8.00
Suffolk County NY,36103,04/15,8.00,25.00,62.00,0.00,2.00,7.00
Suffolk County NY,36103,04/16,7.00,26.00,64.00,0.00,2.00,7.00
Suffolk County NY,36103,04/17,6.00,25.00,68.00,0.00,2.00,7.00
Suffolk County NY,36103,04/18,8.00,23.00,54.00,0.00,2.00,7.00
Suffolk County NY,36103,04/19,5.00,22.00,50.00,0.00,2.00,6.00
Suffolk County NY,36103,04/20,5.00,17.00,51.00,0.00,2.00,9.00
Suffolk County NY,36103,04/21,6.00,20.00,55.00,0.00,2.00,8.00
Suffolk County NY,36103,04/22,4.00,18.00,52.00,0.00,2.00,8.00
Suffolk County NY,36103,04/23,6.00,15.00,43.00,0.00,2.00,7.00
Suffolk County NY,36103,04/24,4.00,14.00,42.00,0.00,2.00,6.00
Suffolk County NY,36103,04/25,3.00,15.00,37.00,0.00,2.00,5.00
Suffolk County NY,36103,04/26,3.00,15.00,44.00,0.00,2.00,7.00
Suffolk County NY,36103,04/27,3.00,12.00,42.00,0.00,1.00,6.00
Suffolk County NY,36103,04/28,2.00,11.00,36.00,0.00,1.00,6.00
Suffolk County NY,36103,04/29,2.00,11.00,40.00,0.00,1.00,5.00
Suffolk County NY,36103,04/30,2.00,11.00,33.00,0.00,1.00,5.00
Suffolk County NY,36103,05/01,2.00,9.00,27.00,0.00,1.00,5.00
Suffolk County NY,36103,05/02,1.00,9.00,26.00,0.00,1.00,4.00
Suffolk County NY,36103,05/03,2.00,9.00,29.00,0.00,1.00,4.00
Westchester County NY,36119,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Westchester County NY,36119,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Westchester County NY,36119,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Westchester County NY,36119,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Westchester County NY,36119,02/25,0.00,0.00,2.00,0.00,0.00,0.00
Westchester County NY,36119,02/26,0.00,0.00,4.00,0.00,0.00,0.00
Westchester County NY,36119,02/27,0.00,1.00,4.00,0.00,0.00,1.00
Westchester County NY,36119,02/28,0.00,2.00,5.00,0.00,0.00,1.00
Westchester County NY,36119,02/29,0.00,2.00,6.00,0.00,0.00,1.00
Westchester County NY,36119,03/01,0.00,3.00,8.00,0.00,0.00,1.00
Westchester County NY,36119,03/02,0.00,4.00,11.00,0.00,0.00,2.00
Westchester County NY,36119,03/03,0.00,5.00,12.00,0.00,0.00,1.00
Westchester County NY,36119,03/04,1.00,7.00,15.00,0.00,0.00,2.00
Westchester County NY,36119,03/05,3.00,9.00,16.00,0.00,0.00,2.00
Westchester County NY,36119,03/06,3.00,11.00,26.00,0.00,0.00,2.00
Westchester County NY,36119,03/07,4.00,12.00,27.00,0.00,0.00,2.00
Westchester County NY,36119,03/08,4.00,14.00,29.00,0.00,0.00,2.00
Westchester County NY,36119,03/09,7.00,17.00,34.00,0.00,0.00,2.00
Westchester County NY,36119,03/10,6.00,18.00,38.00,0.00,1.00,3.00
Westchester County NY,36119,03/11,7.00,21.00,40.00,0.00,1.00,3.00
Westchester County NY,36119,03/12,8.00,22.00,49.00,0.00,1.00,4.00
Westchester County NY,36119,03/13,9.00,23.00,56.00,0.00,1.00,4.00
Westchester County NY,36119,03/14,10.00,26.00,62.00,0.00,1.00,5.00
Westchester County NY,36119,03/15,11.00,28.00,59.00,0.00,1.00,5.00
Westchester County NY,36119,03/16,12.00,30.00,64.00,0.00,1.00,4.00
Westchester County NY,36119,03/17,13.00,28.00,69.00,0.00,1.00,5.00
Westchester County NY,36119,03/18,12.00,29.00,56.00,0.00,1.00,6.00
Westchester County NY,36119,03/19,9.00,28.00,67.00,0.00,2.00,5.00
Westchester County NY,36119,03/20,12.00,28.00,62.00,0.00,2.00,4.00
Westchester County NY,36119,03/21,10.00,29.00,71.00,0.00,1.00,6.00
Westchester County NY,36119,03/22,11.00,28.00,60.00,0.00,2.00,6.00
Westchester County NY,36119,03/23,11.00,28.00,56.00,0.00,2.00,6.00
Westchester County NY,36119,03/24,12.00,28.00,58.00,0.00,2.00,6.00
Westchester County NY,36119,03/25,10.00,28.00,58.00,0.00,2.00,7.00
Westchester County NY,36119,03/26,8.00,28.00,62.00,0.00,2.00,6.00
Westchester County NY,36119,03/27,12.00,27.00,65.00,0.00,2.00,7.00
Westchester County NY,36119,03/28,10.00,28.00,71.00,0.00,2.00,7.00
Westchester County NY,36119,03/29,9.00,26.00,66.00,0.00,2.00,7.00
Westchester County NY,36119,03/30,10.00,28.00,67.00,0.00,3.00,7.00
Westchester County NY,36119,03/31,8.00,26.00,64.00,0.00,3.00,8.00
Westchester County NY,36119,04/01,10.00,29.00,64.00,0.00,3.00,7.00
Westchester County NY,36119,04/02,9.00,26.00,73.00,0.00,2.00,7.00
Westchester County NY,36119,04/03,7.00,28.00,70.00,0.00,3.00,9.00
